"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA, SODIUM SALT = 29806)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIFLUFENZOPYR-SODIUM = 5107)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)","0.601",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FORAMSULFURON = 122020)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","0.828",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1.097",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (IMAZAPYR = 128821)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (IODOSULFURON-MET-SOD = 122021)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXAFLUTOLE = 123000)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","0.125",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NICOSULFURON = 129008)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRIMISULFURON = 128973)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PROSULFURON = 129031)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","1.012",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","1.582",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TEMBOTRIONE = 12801)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOPRAMEZONE = 123009)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBOFURAN = 90601)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DELTAMETHRIN = 97805)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUPIRIMPHOS = 129086)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEFLUTHRIN = 128912)","0.128",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","178",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","69",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (POTASH)","119",""
"SURVEY","2010","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (SULFUR)","17",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)","0.428",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)","1.823",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ATRAZINE = 80803)","1.194",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)","0.136",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA, DIMET. SALT = 29802)","0.121",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA, SODIUM SALT = 29806)","0.106",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIFLUFENZOPYR-SODIUM = 5107)","0.042",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUFENACET = 121903)","0.463",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)","0.044",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FORAMSULFURON = 122020)","0.028",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","0.964",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (IMAZAPYR = 128821)","0.014",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (IMAZETHAPYR = 128922)","0.042",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXAFLUTOLE = 123000)","0.049",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","0.145",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NICOSULFURON = 129008)","0.02",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRIMISULFURON = 128973)","0.027",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PROSULFURON = 129031)","0.009",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","0.017",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","1.341",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","1.236",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","1.336",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)","0.006",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUPIRIMPHOS = 129086)","0.113",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEFLUTHRIN = 128912)","0.107",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","147",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","77",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (POTASH)","124",""
"SURVEY","2005","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (SULFUR)","10",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D = 30001)","0.33",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)","1.97",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ATRAZINE = 80803)","1.25",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)","0.11",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA = 29801)","0.12",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIFLUFENZOPYR-SODIUM = 5107)","0.03",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)","0.06",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","0.75",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXAFLUTOLE = 123000)","0.06",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","0.15",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)","1.53",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NICOSULFURON = 129008)","0.02",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRIMISULFURON = 128973)","0.02",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","0.01",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","1.32",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","0.79",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","1.21",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)","0.006",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FIPRONIL = 129121)","0.12",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEBUPIRIMPHOS = 129086)","0.11",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TEFLUTHRIN = 128912)","0.11",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TERBUFOS = 105001)","1.37",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (NITROGEN)","154",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (PHOSPHATE)","79",""
"SURVEY","2003","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER: (POTASH)","138",""
"SURVEY","2002","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)","1.9",""
"SURVEY","2002","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ATRAZINE = 80803)","1.32",""
"SURVEY","2002","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)","0.1",""
"SURVEY","2002","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA = 29801)","0.12",""
"SURVEY","2002","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA, DIMET. SALT = 29802)","0.1",""
"SURVEY","2002","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)","1.22",""
"SURVEY","2002","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUFENACET = 121903)","0.45",""
"SURVEY","2002","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)","0.09",""
