year,state,fungicide (lb/acre),herbicide (lb/acre),insecticide (lb/acre),other chemicals (lb/acre),fertilizer (lb/acre),april-nov-avg-temp,april-nov-precipitation,april-nov-pdsi,population-density,price-received,grain-yield,silage-yield,april-nov-subsoil-score,april-nov-topsoil-score
1991,illinois,,17.59,3.87,,342.0,63.7,27.49,-1.6185714285714283,199.192986788066,2.46,107.0,13.0,,
1991,indiana,,12.63,4.449999999999999,,325.0,63.3,25.53,-2.0885714285714285,153.82018723460337,2.45,92.0,13.0,,
1991,iowa,,13.33,4.6899999999999995,,246.0,59.3,31.0,1.7028571428571426,49.60169929313997,2.3,117.0,15.0,,
1991,minnesota,,15.71,3.5199999999999996,,223.0,53.6,28.7,2.0742857142857143,50.92755196562798,2.22,120.0,13.5,,
1991,missouri,,11.59,1.36,,262.0,65.1,30.79,-0.7899999999999999,73.99214913741075,2.45,97.0,10.0,,
1991,nebraska,,10.5,5.11,,191.0,59.2,19.1,-2.03,20.566904221334777,2.34,127.0,12.5,,
1992,illinois,,21.08,5.97,,337.0,60.1,27.95,0.3642857142857144,200.9062991303417,2.11,149.0,15.0,,
1992,indiana,,14.79,5.640000000000001,,316.0,59.4,32.37,1.1771428571428573,155.09936284220973,2.09,147.0,19.0,,
1992,iowa,,15.25,4.5,,244.0,56.5,29.93,1.4385714285714286,49.88062618518606,2.0,147.0,17.5,,
1992,minnesota,,15.83,4.46,,222.0,51.0,21.82,2.062857142857143,51.43452360206373,1.91,114.0,12.0,,
1992,missouri,,13.24,2.56,,259.0,62.1,32.33,0.722857142857143,74.5073915829675,2.11,135.0,14.0,,
1992,nebraska,,11.34,4.92,,192.0,56.8,20.44,1.7057142857142855,20.71688907546316,2.09,135.0,16.0,,
1993,illinois,,20.46,4.800000000000001,,332.0,60.9,41.14,4.808571428571429,202.47392881285984,2.57,130.0,12.0,,
1993,indiana,,13.9,3.42,,316.0,60.5,37.84,3.6128571428571425,156.56330185298827,2.51,132.0,16.0,,
1993,iowa,,15.29,4.15,,229.0,56.9,42.03,7.272857142857142,50.1223415002734,2.44,80.0,11.0,,
1993,minnesota,,15.41,2.02,,220.0,50.8,28.47,4.6642857142857155,52.01203002260403,2.26,70.0,8.5,,
1993,missouri,,8.24,1.27,,251.0,62.5,46.9,5.074285714285714,75.13962373070477,2.58,90.0,8.5,,
1993,nebraska,,12.45,5.83,,191.0,56.1,28.15,6.859999999999999,20.842852564280747,2.52,104.0,12.5,,
1994,illinois,,24.02,4.6,,331.0,62.5,28.69,-0.6842857142857143,203.83806553043289,2.27,156.0,15.0,,
1994,indiana,,12.5,2.48,,334.0,61.7,27.68,-0.8857142857142858,157.76213599563968,2.25,144.0,17.0,,
1994,iowa,,18.03,3.55,,250.0,59.6,25.91,2.36,50.28044627591905,2.22,152.0,18.0,,
1994,minnesota,,18.9,1.04,,224.0,54.6,25.69,2.9457142857142857,52.52181982963756,2.23,142.0,13.0,,
1994,missouri,,8.35,0.1,,268.0,64.2,34.45,2.878571428571429,75.76293281348111,2.25,118.0,13.0,,
1994,nebraska,,10.4,4.51,,187.0,59.8,19.61,3.99,20.964407395632794,2.33,139.0,16.0,,
1995,illinois,,13.37,2.28,,335.0,61.5,30.87,-0.3399999999999999,205.21855420708968,3.3,113.0,15.0,,
1995,indiana,,11.07,1.24,,307.0,61.2,29.63,-0.48,159.03049323783517,3.38,113.0,15.0,269.7214285714286,278.2142857142857
1995,iowa,,16.7,3.29,,252.0,57.8,28.14,-0.1714285714285714,50.48370607403469,3.2,123.0,15.0,300.87857142857143,298.87857142857143
1995,minnesota,,15.41,,,234.0,52.2,25.24,2.501428571428572,52.97522321924114,3.14,119.0,12.0,,316.4452380952381
1995,missouri,,8.26,0.1,,272.0,63.2,33.51,1.0928571428571432,76.38559633689533,3.48,102.0,10.0,,
1995,nebraska,,8.11,2.77,,187.0,57.5,22.34,4.5128571428571425,21.140120192155408,3.22,111.0,12.5,,
1996,illinois,,15.39,2.3600000000000003,,367.0,60.2,31.91,1.5514285714285714,206.39389227564183,2.79,136.0,14.0,,
1996,indiana,,13.41,2.52,,312.0,59.7,37.32,2.6814285714285715,160.21362153019462,2.78,123.0,18.0,294.37142857142857,299.22142857142853
1996,iowa,,18.195,4.437,,268.0,56.7,29.28,1.5571428571428572,50.618993435728555,2.6,138.0,18.0,279.0857142857143,284.7666666666667
1996,minnesota,,15.97,1.17,,226.0,51.3,23.16,2.0285714285714285,53.461535939784554,2.47,125.0,13.0,,290.1642857142857
1996,missouri,,9.55,1.2999999999999998,,273.0,62.5,36.73,1.502857142857143,77.00645229409561,2.77,134.0,15.0,,
1996,nebraska,,9.0,2.7,,196.0,57.1,23.76,2.757142857142857,21.301921799725164,2.64,143.0,16.5,275.09285714285716,276.1857142857143
1997,illinois,,14.8,4.006,,337.0,60.2,23.8,-0.4728571428571428,207.4041221786611,2.53,129.0,16.5,,
1997,indiana,,11.34,1.43,,325.0,59.1,26.67,1.5214285714285716,161.24224489319607,2.53,122.0,16.0,284.34999999999997,285.45
1997,iowa,,12.47,3.166,,257.0,57.6,24.25,-0.217142857142857,50.72424853139554,2.33,138.0,18.0,274.64285714285717,276.3404761904762
1997,minnesota,,14.69,,,213.0,52.4,21.72,2.1957142857142857,53.921679933348535,2.15,132.0,15.0,,298.40238095238095
1997,missouri,,10.92,1.67,,276.0,62.4,28.18,1.5314285714285716,77.56916487141389,2.45,115.0,14.0,,
1997,nebraska,,10.184,2.87,,189.0,57.9,20.4,2.461428571428571,21.410328230366183,2.32,132.0,15.5,264.9214285714286,265.22857142857146
1998,illinois,,12.61,2.395,,333.0,64.4,33.08,1.7928571428571427,208.41019070666536,2.04,141.0,15.0,,
1998,indiana,,12.325,2.6959999999999997,,325.0,63.4,33.74,0.8442857142857142,162.21004927298662,2.11,137.0,17.0,295.2357142857143,300.7785714285714
1998,iowa,,10.71,2.15,,267.0,61.3,32.82,2.2585714285714285,50.84204965062168,1.86,145.0,16.5,307.0142857142857,310.53333333333336
1998,minnesota,,17.419999999999998,0.08,,246.0,56.2,24.59,0.5485714285714286,54.36666331937016,1.71,153.0,16.0,,286.6904761904762
1998,missouri,,10.03,1.1900000000000002,,309.0,66.5,36.9,2.357142857142857,78.00597902735436,1.92,114.0,12.5,,
1998,nebraska,,11.57,2.456,,179.0,60.5,22.78,3.525714285714286,21.471480575855995,1.88,145.0,17.0,280.1714285714285,282.50714285714287
1999,illinois,,16.877,2.645,,340.0,63.6,24.61,-0.3914285714285714,209.42197465014664,1.91,140.0,17.0,,
1999,indiana,,11.208,2.13,,326.0,63.2,21.53,-1.9514285714285715,163.17886959064566,1.88,132.0,16.0,236.75952380952384,237.2595238095238
1999,iowa,,9.908,2.5500000000000003,,273.0,60.3,28.39,0.7514285714285714,50.99110920531603,1.72,149.0,18.0,288.5595238095238,280.90000000000003
1999,minnesota,,10.568,0.11,,205.0,55.2,26.53,3.0342857142857143,54.931413204429056,1.6,150.0,16.0,,307.43333333333334
1999,missouri,,12.458,1.09,,297.0,65.5,24.8,-0.5242857142857141,78.44748424799292,1.96,97.0,9.5,,
1999,nebraska,,14.24,3.2060000000000004,,181.0,59.6,20.83,2.1528571428571426,21.53943337245101,1.75,139.0,16.0,279.17142857142863,275.2261904761905
2000,illinois,,12.897,3.24,,352.0,62.2,31.74,1.41,214.70210339376536,1.91,151.0,16.0,,
2000,indiana,,12.886,1.14,,354.0,61.3,32.19,1.467142857142857,167.26911782270784,1.9,146.0,19.0,262.6714285714286,288.99285714285713
2000,iowa,,10.919,1.166,,255.0,59.6,24.96,-0.4928571428571429,52.05119488435001,1.75,144.0,17.0,202.3,228.72857142857143
2000,minnesota,,12.19,0.1,,247.0,53.7,24.23,1.5742857142857145,56.7509621752044,1.71,145.0,16.0,,263.45
2000,missouri,,11.475,0.78,,278.0,64.7,27.59,-0.6428571428571427,80.4407850633057,1.78,143.0,15.0,,
2000,nebraska,,12.288,2.6769999999999996,,196.0,59.4,17.12,-1.7000000000000004,22.15731770556917,1.9,126.0,14.0,157.52857142857144,185.49285714285716
2001,illinois,,12.146,2.675,,352.0,63.9,30.92,0.6585714285714286,215.63943153199895,2.04,152.0,16.0,,
2001,indiana,,11.908,2.756,,348.0,62.9,35.49,1.397142857142857,168.2546873863076,1.98,156.0,19.0,272.35714285714283,287.25714285714287
2001,iowa,,10.531,,,251.0,61.1,28.88,-0.1,52.10326265917767,1.9,146.0,18.5,274.5,282.4714285714286
2001,minnesota,,17.366,1.965,,223.0,55.9,26.04,0.0814285714285714,57.31579257942324,1.9,130.0,14.0,,298.2785714285714
2001,missouri,,13.29,1.17,,284.0,65.9,32.62,0.9085714285714284,80.92648958160436,1.96,133.0,16.0,,
2001,nebraska,,9.7,2.297,,188.0,61.1,21.71,0.5514285714285714,22.235096249008215,1.94,147.0,17.0,254.55,262.5333333333333
2002,illinois,,10.909,2.686,,367.0,62.6,29.48,-0.2057142857142857,216.28023148296035,2.35,135.0,15.0,,
2002,indiana,,8.889,1.246,,343.0,62.3,30.39,-0.5014285714285714,169.0291889932742,2.41,121.0,16.0,264.40000000000003,270.1714285714286
2002,iowa,,11.3,1.1700000000000002,,251.0,59.0,26.79,0.1757142857142857,52.14301542787716,2.22,163.0,19.0,248.92142857142855,260.65000000000003
2002,minnesota,,8.84,,,236.0,52.7,26.12,1.5485714285714285,57.731489996702166,2.15,157.0,17.0,,300.24285714285713
2002,missouri,,,,,,64.4,30.32,-0.5571428571428572,81.40969793703616,2.45,105.0,13.0,,
2002,nebraska,,10.11,2.715,,201.0,59.6,14.25,-3.6457142857142855,22.344420611262297,2.32,128.0,10.5,172.82857142857142,186.24285714285716
2003,illinois,,12.607,1.226,,351.0,62.0,30.75,0.9842857142857144,216.80601517261505,2.42,164.0,15.0,,
2003,indiana,,8.52,2.926,,371.0,61.2,37.4,2.6771428571428575,170.1459243730359,2.53,146.0,19.0,300.9357142857143,314.0214285714286
2003,iowa,,9.71,1.115,,280.0,59.0,25.05,-0.2799999999999999,52.28100391645628,2.37,157.0,20.0,236.43571428571428,249.3571428571429
2003,minnesota,,9.05,1.17,,237.0,54.0,19.95,-0.8457142857142858,58.1299103028061,2.35,146.0,14.0,,258.5142857142857
2003,missouri,,12.07,0.79,,313.0,64.3,31.38,0.1757142857142857,81.90574575089241,2.46,108.0,10.5,,
2003,nebraska,,9.747,1.519,,188.0,59.5,17.39,-2.9257142857142857,22.47824469755511,2.39,146.0,13.0,200.15,231.51904761904763
2004,illinois,,,,,,62.5,31.29,1.0885714285714283,217.38907388685377,2.14,180.0,20.0,,
2004,indiana,,,,,,62.1,33.06,2.567142857142857,171.14453638224524,1.99,168.0,20.5,288.7071428571429,301.9142857142857
2004,iowa,,,,,,59.3,28.95,1.4728571428571426,52.48778228775141,1.99,181.0,19.5,286.39285714285717,293.0380952380952
2004,minnesota,,,,,,53.3,25.86,2.072857142857143,58.52262525129167,1.94,159.0,16.0,,289.09999999999997
2004,missouri,,,,,,64.2,35.02,1.695714285714286,82.45573363589504,2.03,162.0,14.5,,
2004,nebraska,,,,,,59.2,19.63,-1.412857142857143,22.61692994281286,2.02,166.0,16.5,196.20714285714288,230.87142857142857
2005,illinois,,11.648,1.64,,367.0,64.3,21.49,-2.878571428571429,217.7366609368619,2.08,143.0,15.0,,
2005,indiana,,8.249,1.562,,358.0,63.2,27.26,-1.082857142857143,172.396858280786,2.0,154.0,20.0,259.2690476190476,266.04523809523806
2005,iowa,,8.06,0.228,,296.0,61.2,24.79,-0.6914285714285714,52.68004210203827,1.94,173.0,18.5,261.8595238095238,261.5214285714286
2005,minnesota,,11.941,1.112,,283.0,55.8,27.58,2.537142857142857,58.88939002480335,1.86,174.0,16.0,,307.247619047619
2005,missouri,,10.913,0.011,,313.0,65.9,26.65,-1.5957142857142856,83.06627498906494,2.03,111.0,13.0,,
2005,nebraska,,9.962,0.38,,209.0,60.8,20.4,-0.1628571428571428,22.773715248046457,1.92,154.0,15.5,240.58809523809524,257.497619047619
2006,illinois,,,,,,62.7,29.03,0.2357142857142857,218.3246407792304,3.07,163.0,18.0,,
2006,indiana,,,,,,61.5,36.15,2.2114285714285713,173.88103367559455,3.17,157.0,21.0,307.34285714285716,317.0571428571429
2006,iowa,,,,,,60.0,25.83,-0.5085714285714287,53.00328879968852,3.03,166.0,18.5,257.57142857142856,268.65
2006,minnesota,,,,,,55.3,18.76,-2.0942857142857143,59.39501584099444,2.89,161.0,15.0,,266.1142857142857
2006,missouri,,,,,,65.2,28.55,-1.7542857142857142,83.818050384904,3.06,138.0,13.0,,232.35
2006,nebraska,,,,,,60.1,16.95,-1.107142857142857,22.918464013396115,3.0,152.0,15.0,206.82857142857145,226.87142857142857
2007,illinois,,,,,,64.2,24.36,-1.47,219.22099405061508,4.09,175.0,18.0,,
2007,indiana,,,,,,63.4,26.01,-1.6685714285714286,175.16962730182,4.39,154.0,18.5,237.18571428571428,242.90714285714287
2007,iowa,,,,,,60.9,34.51,2.684285714285714,53.29771163018161,4.29,171.0,19.5,305.82142857142856,299.79285714285714
2007,minnesota,,,,,,55.4,24.29,-0.4428571428571428,59.897087311411184,4.13,146.0,13.5,,261.7
2007,missouri,,,,,,65.9,27.69,-0.8057142857142857,84.46228993677678,4.17,140.0,15.0,,255.92142857142855
2007,nebraska,,,,,,60.9,23.46,2.6357142857142857,23.057407830939233,4.14,160.0,17.0,258.6928571428571,272.5
2008,illinois,,,,,,61.5,34.56,3.537142857142857,220.10458692309484,4.01,179.0,17.0,,
2008,indiana,,,,,,61.1,30.15,2.8871428571428575,176.41091117270804,4.1,160.0,20.0,297.0571428571429,295.74285714285713
2008,iowa,,,,,,58.4,37.38,5.404285714285714,53.60908758599402,4.1,171.0,20.5,319.0214285714286,318.50714285714287
2008,minnesota,,,,,,53.1,24.48,1.442857142857143,60.355068790394014,3.92,162.0,16.0,,288.5857142857143
2008,missouri,,,,,,63.2,40.16,4.557142857142857,84.9830985386114,4.11,144.0,14.0,,315.80000000000007
2008,nebraska,,,,,,58.3,26.16,4.192857142857142,23.22467824234455,4.05,163.0,17.0,268.7142857142857,279.0285714285714
2009,illinois,,,,,,61.4,39.49,5.002857142857143,220.963453285112,3.53,174.0,19.0,,
2009,indiana,,,,,,60.9,35.31,2.4271428571428575,177.35872628849066,3.66,171.0,20.0,307.0642857142857,315.04285714285714
2009,iowa,,,,,,58.0,32.17,4.362857142857143,53.89583352955006,3.59,181.0,22.0,311.60714285714283,310.77857142857147
2009,minnesota,,,,,,53.3,20.52,-0.3999999999999999,60.74828985931347,3.47,174.0,20.0,,277.15476190476187
2009,missouri,,,,,,63.1,41.99,4.478571428571429,85.51635926325322,3.58,153.0,16.0,,318.12857142857143
2009,nebraska,,,,,,57.2,22.72,5.3100000000000005,23.43547929799176,3.58,179.0,18.0,282.57142857142856,287.9071428571429
2010,illinois,0.1709999999999999,8.821,0.221,0.0,383.0,65.0,33.2,3.618571428571428,221.71918316179892,5.24,157.0,18.0,,
2010,indiana,0.0,8.579,0.128,,383.0,64.2,29.85,-0.4685714285714287,178.21623276509456,5.38,157.0,21.0,266.697619047619,266.85238095238094
2010,iowa,0.088,6.548,0.118,,298.0,61.2,38.84,5.725714285714285,54.214797519441454,5.23,165.0,21.5,324.2666666666667,320.0238095238095
2010,minnesota,0.0,5.6419999999999995,0.0,,251.0,55.7,29.25,2.1,61.09027773703892,5.01,177.0,20.0,,310.89285714285717
2010,missouri,0.0,6.037,0.0,,254.0,66.8,36.47,3.78,86.01847533511345,5.35,123.0,15.0,,
2010,nebraska,0.124,8.602,0.0,0.0,221.0,60.2,23.9,6.447142857142857,23.654076308042853,5.09,166.0,18.5,291.3452380952381,285.78333333333336
2011,illinois,,,,,,63.4,35.6,0.76,222.18950487407523,6.25,157.0,21.0,,
2011,indiana,,,,,,63.0,41.44,2.8614285714285717,178.94921820835236,6.31,146.0,20.0,281.2309523809523,287.90238095238095
2011,iowa,,,,,,59.9,25.92,0.3699999999999998,54.498291448392216,6.2,172.0,20.5,280.51666666666665,276.0785714285714
2011,minnesota,,,,,,55.0,20.96,0.8942857142857142,61.50076441439623,6.09,155.0,18.0,,301.62619047619046
2011,missouri,,,,,,65.7,33.95,-0.3785714285714286,86.23499594516991,6.4,114.0,10.0,,
2011,nebraska,,,,,,59.4,22.77,2.8428571428571425,23.80046700740461,6.11,160.0,18.0,278.5976190476191,280.7690476190476
2012,illinois,,,,,,63.7,22.41,-3.285714285714286,222.4527593283437,6.87,105.0,11.0,198.41428571428577,212.8
2012,indiana,,,,,,62.6,22.94,-1.2257142857142858,179.54612289278697,7.23,99.0,13.0,209.57142857142856,220.33571428571432
2012,iowa,,,,,,61.2,19.92,-3.515714285714286,54.67727664568377,6.92,137.0,15.0,190.78571428571428,200.75
2012,minnesota,,,,,,55.4,21.76,-2.858571428571428,61.85596893708843,6.67,165.0,18.0,,
2012,missouri,,,,,,66.2,21.58,-3.4400000000000004,86.44795880585289,7.34,75.0,8.0,,190.75
2012,nebraska,,,,,,61.8,10.57,-4.871428571428571,23.965655911912695,6.85,142.0,10.0,181.3928571428571,184.41428571428577
2013,illinois,,,,,,61.7,30.94,0.1785714285714286,222.67289779334888,4.52,178.0,19.0,274.40714285714284,284.1928571428571
2013,indiana,,,,,,61.3,31.53,0.3071428571428572,180.413404339153,4.47,177.0,23.0,287.74285714285713,297.1928571428571
2013,iowa,,,,,,58.4,29.51,-0.2914285714285715,54.980993485130746,4.49,164.0,19.0,247.96428571428572,260.50714285714287
2013,minnesota,,,,,,52.7,23.77,0.3657142857142857,62.28412381868328,4.3,159.0,16.5,261.40000000000003,278.7142857142857
2013,missouri,,,,,,63.3,33.21,1.16,86.69129164808292,4.57,136.0,14.0,260.89285714285717,274.7642857142857
2013,nebraska,,,,,,58.7,21.07,-2.9014285714285712,24.12237657407495,4.47,169.0,16.0,198.87857142857143,237.55
2014,illinois,0.3429999999999999,9.916,0.205,0.0,386.0,60.9,33.99,1.8357142857142856,222.48838138915676,3.71,200.0,22.0,285.09999999999997,301.15000000000003
2014,indiana,0.098,10.735,0.053,0.0,357.0,60.4,34.16,2.1128571428571425,181.11204009934224,3.75,188.0,22.0,307.90000000000003,314.5285714285714
2014,iowa,0.304,10.074,0.087,0.0,307.0,57.5,34.85,2.6385714285714283,55.27790419564973,3.71,178.0,20.0,280.7142857142857,297.42857142857144
2014,minnesota,0.0,7.49,0.0,0.0,319.0,52.2,25.86,0.42,62.720572173751606,3.58,156.0,18.0,301.9785714285714,307.62857142857143
2014,missouri,0.137,8.987,0.206,,337.0,63.3,33.1,0.7485714285714286,86.92284661839508,3.54,186.0,18.0,262.6714285714286,281.3357142857143
2014,nebraska,0.278,9.681,0.076,0.0,250.0,58.3,22.5,1.5214285714285711,24.305213037059485,3.77,179.0,21.0,249.01428571428573,260.18571428571425
2015,illinois,,,,,,63.7,36.85,3.005714285714286,222.04794905510025,3.69,175.0,20.0,301.7785714285714,307.1714285714285
2015,indiana,,,,,,62.9,35.02,2.9757142857142855,181.5355214438399,3.92,150.0,17.0,306.4071428571429,309.8785714285714
2015,iowa,,,,,,60.6,35.61,3.2814285714285707,55.4893384567076,3.52,192.0,24.0,301.62142857142857,305.9857142857143
2015,minnesota,,,,,,55.9,25.99,1.2771428571428574,63.08103344731395,3.37,188.0,21.5,285.0357142857143,290.7
2015,missouri,,,,,,65.7,41.72,2.8485714285714288,87.15640999561163,3.69,142.0,14.0,303.7857142857143,314.9785714285714
2015,nebraska,,,,,,60.5,25.34,3.0585714285714287,24.461700984164903,3.57,185.0,20.0,269.2785714285714,272.3285714285715
2016,illinois,0.266,9.591,0.245,0.0,392.0,65.0,32.82,2.712857142857142,221.3939397602115,3.43,197.0,21.0,302.252380952381,304.0285714285714
2016,indiana,0.142,11.591,0.0,0.0,358.0,64.0,32.44,2.392857142857143,182.2619444776226,3.63,173.0,22.0,297.85714285714283,299.90238095238095
2016,iowa,0.296,10.29,0.208,0.0,338.0,61.9,32.83,3.9228571428571426,55.678932685252434,3.3,203.0,24.0,301.38571428571424,299.2619047619047
2016,minnesota,0.0,6.822,0.07,,296.0,56.4,28.72,3.1128571428571425,63.55676364969426,3.21,193.0,21.5,308.45952380952383,310.43095238095236
2016,missouri,0.0,9.048,0.045,,328.0,67.1,33.26,1.6314285714285712,87.38555487763853,3.4,163.0,15.0,286.3857142857143,286.53333333333336
2016,nebraska,0.0,10.481,0.077,0.0,218.0,61.4,22.14,3.75,24.648183316373142,3.32,178.0,19.5,276.84523809523813,271.1952380952381
2017,illinois,,,,,,63.3,30.54,-0.0757142857142857,220.6718980273183,3.41,201.0,17.0,272.6928571428571,277.2
2017,indiana,,,,,,62.6,35.21,2.4214285714285713,182.9255990257979,3.56,180.0,21.0,293.4428571428571,302.1857142857143
2017,iowa,,,,,,59.9,26.85,2.0914285714285716,55.86595018091331,3.31,202.0,21.0,270.7214285714286,270.9857142857143
2017,minnesota,,,,,,53.9,24.83,3.057142857142857,64.0619983728228,3.18,194.0,21.5,299.79285714285714,298.0285714285714
2017,missouri,,,,,,65.3,34.11,0.7771428571428572,87.67244145816653,3.41,170.0,15.0,279.12142857142857,283.7785714285714
2017,nebraska,,,,,,59.9,21.66,1.6857142857142855,24.784127695405985,3.35,181.0,19.5,260.45,260.2142857142857
2018,illinois,0.535,9.908,0.139,0.0,433.0,62.5,32.45,1.81,219.71861507367447,3.62,210.0,20.0,283.57142857142856,291.2
2018,indiana,0.417,8.047,0.034,0.0,343.0,62.2,34.8,2.898571428571429,183.92541917733743,3.78,189.0,21.0,292.2214285714286,298.05
2018,iowa,0.58,9.471,0.122,0.0,319.0,58.6,38.14,2.994285714285714,55.97552352548238,3.59,196.0,20.5,296.04285714285714,299.12142857142857
2018,minnesota,0.0,7.76,0.063,0.0,321.0,52.6,25.99,2.5985714285714283,64.51611493212867,3.47,182.0,22.0,307.7857142857143,309.29285714285714
2018,missouri,0.252,10.361,0.0399999999999999,0.0,337.0,64.8,28.99,-0.4571428571428572,87.88194698982124,3.68,140.0,13.0,236.47857142857143,244.4714285714286
2018,nebraska,0.351,11.235,1.406,0.0,270.0,58.5,24.72,3.041428571428572,24.89420191728764,3.58,192.0,21.0,278.70714285714286,285.2214285714286
2019,illinois,,,,,,62.2,37.4,4.618571428571428,218.72285501406836,3.55,181.0,20.0,309.7142857142857,310.2
2019,indiana,,,,,,62.0,34.13,4.131428571428571,184.81859331046095,3.84,169.0,20.0,296.29285714285714,300.3
2019,iowa,,,,,,58.4,34.54,5.094285714285713,56.14782698784724,3.5,198.0,22.0,313.74285714285713,309.57142857142856
2019,minnesota,,,,,,52.6,29.8,5.005714285714285,64.87604707978286,3.26,174.0,19.0,331.24285714285713,328.7857142857143
2019,missouri,,,,,,64.5,41.31,4.185714285714286,88.08980275866165,3.67,155.0,16.0,313.7285714285714,314.3
2019,nebraska,,,,,,58.0,26.43,7.5457142857142845,24.985465005408688,3.52,182.0,23.0,306.75,304.87142857142857
2020,illinois,,,,,,62.3,29.91,3.258571428571429,220.85258113170408,4.46,191.0,20.0,285.7785714285714,285.2428571428572
2020,indiana,,,,,,61.8,28.52,0.24,186.4135608485003,4.65,187.0,21.0,267.5357142857143,275.0928571428571
2020,iowa,,,,,,59.3,23.39,-0.7371428571428572,56.70418804392388,4.64,177.0,20.5,265.45,264.31428571428575
2020,minnesota,,,,,,53.7,21.31,-0.1957142857142857,65.68727761614515,4.52,191.0,23.0,303.7,300.7357142857142
2020,missouri,,,,,,64.3,32.38,3.5542857142857143,88.28994050668376,4.59,170.0,17.0,291.9071428571429,291.6928571428571
2020,nebraska,,,,,,59.7,14.87,1.392857142857143,25.382399320678893,4.47,180.0,19.0,253.29285714285717,248.59285714285716
2021,illinois,0.426,10.438,0.102,0.0,380.0,63.6,30.39,1.7485714285714289,219.12559323336248,5.96,202.0,20.0,281.7833333333333,289.2547619047619
2021,indiana,0.254,10.189,0.051,0.0,371.0,62.7,32.97,1.375714285714286,187.09176802019792,6.07,195.0,22.0,282.48571428571427,290.92380952380955
2021,iowa,0.409,6.021,0.065,,317.0,61.2,25.16,-0.9228571428571428,56.829292868083186,6.1,204.0,21.0,232.22857142857143,251.67857142857144
2021,minnesota,0.426,7.148,0.0,,320.0,56.6,19.32,-3.051428571428571,65.77228284356404,5.91,177.0,19.0,229.9,237.6214285714286
2021,missouri,0.0,6.3149999999999995,0.0,,353.0,65.4,32.11,2.27,88.51899931412903,6.15,159.0,15.0,296.0809523809524,296.7761904761905
2021,nebraska,0.0,6.962,0.093,0.0,270.0,61.3,16.88,-0.9257142857142856,25.39506936266198,5.96,194.0,19.5,246.39047619047616,257.7047619047619
2022,illinois,,,,,,62.6,26.31,-0.1528571428571428,217.26374915714888,6.4,214.0,23.0,280.32142857142856,288.03809523809525
2022,indiana,,,,,,62.1,25.67,-0.3071428571428571,187.59907796773985,6.48,190.0,22.0,272.43333333333334,276.4666666666667
2022,iowa,,,,,,59.4,21.92,-1.337142857142857,56.86037359783526,6.62,200.0,21.0,248.00714285714284,257.497619047619
2022,minnesota,,,,,,53.9,22.39,-1.0185714285714285,65.73009080375721,6.27,195.0,21.5,283.502380952381,285.5238095238096
2022,missouri,,,,,,65.0,29.02,-0.5257142857142857,88.61619186253773,6.71,161.0,11.0,258.32142857142856,265.34523809523813
2022,nebraska,,,,,,60.3,13.38,-4.947142857142857,25.444288597182,6.77,165.0,12.5,196.61666666666665,199.46428571428572
2023,illinois,,,,,,63.3,22.08,-1.5942857142857143,216.69693879929653,4.75,206.0,20.0,246.91428571428568,250.67857142857144
2023,indiana,,,,,,62.1,22.62,-1.247142857142857,188.42075204114272,4.7,203.0,22.0,250.65714285714284,256.55
2023,iowa,,,,,,60.9,19.44,-2.345714285714286,56.99029424690184,4.85,201.0,20.0,222.72857142857143,230.18571428571428
2023,minnesota,,,,,,55.7,18.25,-2.914285714285714,66.00172794117223,4.75,185.0,18.5,246.41428571428577,250.30714285714288
2023,missouri,,,,,,65.6,22.69,-1.8528571428571428,88.88858922182696,4.8,153.0,14.0,222.96428571428572,229.00714285714284
2023,nebraska,,,,,,60.7,20.74,-0.997142857142857,25.577698967818225,4.95,182.0,17.0,204.31428571428572,221.6428571428571
2024,illinois,,,,,,,,,,,222.0,,276.4428571428572,
2024,indiana,,,,,,,,,,,202.0,,266.49285714285713,
2024,iowa,,,,,,,,,,,214.0,,267.0857142857143,
2024,minnesota,,,,,,,,,,,183.0,,293.63571428571424,
2024,missouri,,,,,,,,,,,185.0,,280.7357142857143,
2024,nebraska,,,,,,,,,,,196.0,,251.19285714285715,
